Year,Type,Product group,Producer,Code,Volume,Cost per unit,Price per unit,Revenues,Total Cost,Profit Percent,Summary Profits
2019,Convenience stores,Fresh salads,Grekomila,|85/01/04|,756,2.27,3.42,"$2,585.52","$1,716.12",34,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/05|,912,2.94,3.53,"$3,219.36","$2,681.28",17,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/06|,1176,2.37,3.5,"$4,116.00","$2,787.12",32,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/07|,960,2.37,3.52,"$3,379.20","$2,275.20",33,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/08|,684,2.37,3.62,"$2,476.08","$1,621.08",35,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/09|,1140,2.07,3.46,"$3,944.40","$2,359.80",40,Excellent Profits
2019,Convenience stores,Fresh salads,Grekomila,|85/01/10|,708,2.99,3.91,"$2,768.28","$2,116.92",24,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/11|,984,2.68,3.94,"$3,876.96","$2,637.12",32,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/12|,636,2.66,3.39,"$2,156.04","$1,691.76",22,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/13|,612,2.97,3.78,"$2,313.36","$1,817.64",21,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/14|,1164,3,3.44,"$4,004.16","$3,492.00",13,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/15|,768,2.1,3.44,"$2,641.92","$1,612.80",39,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/01/16|,948,2.8,3.57,"$3,384.36","$2,654.40",22,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/02/01|,1032,3,3.46,"$3,570.72","$3,096.00",13,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/02/02|,708,2.26,3.23,"$2,286.84","$1,600.08",30,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/01|,1068,2.07,3.8,"$4,058.40","$2,210.76",46,Excellent Profits
2019,Convenience stores,Fresh salads,Grekomila,|85/03/02|,612,2.3,3.21,"$1,964.52","$1,407.60",28,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/03|,816,2.31,3.95,"$3,223.20","$1,884.96",42,Excellent Profits
2019,Convenience stores,Fresh salads,Grekomila,|85/03/04|,1032,2.45,3.6,"$3,715.20","$2,528.40",32,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/05|,828,2.3,3.53,"$2,922.84","$1,904.40",35,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/06|,984,2.71,3.45,"$3,394.80","$2,666.64",21,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/07|,684,2.25,3.89,"$2,660.76","$1,539.00",42,Excellent Profits
2019,Convenience stores,Fresh salads,Grekomila,|85/03/08|,624,2.08,3.77,"$2,352.48","$1,297.92",45,Excellent Profits
2019,Convenience stores,Fresh salads,Grekomila,|85/03/09|,828,2.71,3.28,"$2,715.84","$2,243.88",17,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/10|,972,2.79,3.9,"$3,790.80","$2,711.88",28,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/11|,708,2.84,3.27,"$2,315.16","$2,010.72",13,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/12|,1164,2.08,3.3,"$3,841.20","$2,421.12",37,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/13|,720,2.62,3.94,"$2,836.80","$1,886.40",34,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/14|,1092,2.81,3.42,"$3,734.64","$3,068.52",18,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/03/15|,648,2.59,3.67,"$2,378.16","$1,678.32",29,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/01|,960,2.08,3.65,"$3,504.00","$1,996.80",43,Excellent Profits
2019,Convenience stores,Fresh salads,Grekomila,|85/04/02|,1116,2.14,3.34,"$3,727.44","$2,388.24",36,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/03|,1116,2.76,3.51,"$3,917.16","$3,080.16",21,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/04|,888,2.88,3.23,"$2,868.24","$2,557.44",11,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/05|,924,2.92,3.4,"$3,141.60","$2,698.08",14,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/06|,972,2.57,3.5,"$3,402.00","$2,498.04",27,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/07|,624,2.91,3.51,"$2,190.24","$1,815.84",17,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/08|,924,2.36,3.42,"$3,160.08","$2,180.64",31,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/09|,876,2.69,3.95,"$3,460.20","$2,356.44",32,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/10|,744,2.33,3.91,"$2,909.04","$1,733.52",40,Excellent Profits
2019,Convenience stores,Fresh salads,Grekomila,|85/04/11|,744,2.14,3.87,"$2,879.28","$1,592.16",45,Excellent Profits
2019,Convenience stores,Fresh salads,Grekomila,|85/04/12|,852,2.73,3.78,"$3,220.56","$2,325.96",28,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/13|,1092,2.35,3.67,"$4,007.64","$2,566.20",36,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/14|,1068,2.58,3.93,"$4,197.24","$2,755.44",34,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/15|,876,2.54,3.78,"$3,311.28","$2,225.04",33,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/16|,780,2.58,3.62,"$2,823.60","$2,012.40",29,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/17|,900,2.8,3.51,"$3,159.00","$2,520.00",20,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/04/18|,852,2.68,3.55,"$3,024.60","$2,283.36",25,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/05/01|,732,2.65,3.93,"$2,876.76","$1,939.80",33,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/05/02|,1200,2.5,3.5,"$4,200.00","$3,000.00",29,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/05/03|,852,2.99,3.71,"$3,160.92","$2,547.48",19,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/05/04|,1128,2.88,3.66,"$4,128.48","$3,248.64",21,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/06/01|,900,2.66,3.4,"$3,060.00","$2,394.00",22,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/06/02|,744,2.95,3.45,"$2,566.80","$2,194.80",14,Acceptable Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/06/03|,1044,2.58,3.53,"$3,685.32","$2,693.52",27,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/06/04|,756,2.77,3.48,"$2,630.88","$2,094.12",20,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/06/05|,1092,2.37,3.88,"$4,236.96","$2,588.04",39,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/06/06|,1032,2.39,3.38,"$3,488.16","$2,466.48",29,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/06/07|,792,2.52,3.52,"$2,787.84","$1,995.84",28,Good Profit
2019,Convenience stores,Fresh salads,Grekomila,|85/07/01|,744,2.61,3.27,"$2,432.88","$1,941.84",20,Good Profit
2019,Convenience stores,Homecare products,Cif,|111/00/00|,732,1.44,3.12,"$2,283.84","$1,054.08",54,Excellent Profits
2019,Convenience stores,Homecare products,Cif,|111/00/01|,612,2.21,2.06,"$1,260.72","$1,352.52",-7,Acceptable Profit
2019,Convenience stores,Homecare products,Cif,|111/00/02|,1116,1.98,2.27,"$2,533.32","$2,209.68",13,Acceptable Profit
2019,Convenience stores,Homecare products,Cif,|111/00/03|,1176,2.46,2.29,"$2,693.04","$2,892.96",-7,Acceptable Profit
2019,Convenience stores,Ice cream,Mars,|66/01/01|,2520,3,3.89,"$9,802.80","$7,560.00",23,Good Profit
2019,Convenience stores,Ice cream,Mars,|66/01/02|,1800,2.43,3.88,"$6,984.00","$4,374.00",37,Good Profit
2019,Convenience stores,Ice cream,Mars,|66/01/03|,2484,2.94,3.39,"$8,420.76","$7,302.96",13,Acceptable Profit
2019,Convenience stores,Ice cream,Mars,|66/01/04|,1692,2.71,3.78,"$6,395.76","$4,585.32",28,Good Profit
2019,Convenience stores,Ice cream,Mars,|66/01/05|,2016,2.94,3.98,"$8,023.68","$5,927.04",26,Good Profit
2019,Convenience stores,Ice cream,Mars,|66/01/06|,2580,2.76,3.54,"$9,133.20","$7,120.80",22,Good Profit
2019,Convenience stores,Ice cream,Mars,|66/02/01|,1380,2.83,3.62,"$4,995.60","$3,905.40",22,Good Profit
2019,Convenience stores,Ice cream,Mars,|66/02/02|,2520,2.45,3.57,"$8,996.40","$6,174.00",31,Good Profit
2019,Convenience stores,Sweets,Ulker,|96/00/01|,1044,1.25,1.69,"$1,764.36","$1,305.00",26,Good Profit
2019,Convenience stores,Sweets,Ulker,|96/00/02|,1128,1.15,1.88,"$2,120.64","$1,297.20",39,Good Profit
2019,Convenience stores,Sweets,Ulker,|96/00/03|,1032,1.37,1.9,"$1,960.80","$1,413.84",28,Good Profit
2019,Convenience stores,Sweets,Ulker,|96/00/04|,588,1.11,1.79,"$1,052.52",$652.68,38,Good Profit
2019,Convenience stores,Sweets,Ulker,|96/00/05|,1320,1.28,1.62,"$2,138.40","$1,689.60",21,Good Profit
2019,Convenience stores,Sweets,Ulker,|96/00/06|,1068,1.35,1.62,"$1,730.16","$1,441.80",17,Acceptable Profit
2019,Convenience stores,Sweets,Ulker,|96/00/07|,780,1.47,1.6,"$1,248.00","$1,146.60",8,Acceptable Profit
2019,Convenience stores,Sweets,Ulker,|96/00/08|,1044,1.3,1.62,"$1,691.28","$1,357.20",20,Acceptable Profit
2019,Convenience stores,Sweets,Ulker,|96/00/09|,1236,1.24,1.77,"$2,187.72","$1,532.64",30,Good Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/01|,408,2.06,3.2,"$1,305.60",$840.48,36,Good Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/02|,684,1.46,3.13,"$2,140.92",$998.64,53,Excellent Profits
2019,Convenience stores,Homecare products,WC Net,|52/01/03|,792,1.64,2.29,"$1,813.68","$1,298.88",28,Good Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/03a|,372,1.58,3.41,"$1,268.52",$587.76,54,Excellent Profits
2019,Convenience stores,Homecare products,WC Net,|52/01/03b|,1188,2.14,2.58,"$3,065.04","$2,542.32",17,Acceptable Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/03c|,600,1.32,2.57,"$1,542.00",$792.00,49,Excellent Profits
2019,Convenience stores,Homecare products,WC Net,|52/01/03e|,480,1.83,3.12,"$1,497.60",$878.40,41,Excellent Profits
2019,Convenience stores,Homecare products,WC Net,|52/01/03f|,516,1.34,2.9,"$1,496.40",$691.44,54,Excellent Profits
2019,Convenience stores,Homecare products,WC Net,|52/01/03g|,444,1.54,2.24,$994.56,$683.76,31,Good Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/03h|,960,1.53,2.76,"$2,649.60","$1,468.80",45,Excellent Profits
2019,Convenience stores,Homecare products,WC Net,|52/01/03i|,696,1.68,2.19,"$1,524.24","$1,169.28",23,Good Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/03j|,792,2.16,2.81,"$2,225.52","$1,710.72",23,Good Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/03m|,1152,2.44,2.61,"$3,006.72","$2,810.88",7,Acceptable Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/03n|,744,2.43,2.68,"$1,993.92","$1,807.92",9,Acceptable Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/03v|,756,2.38,3.16,"$2,388.96","$1,799.28",25,Good Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/10|,456,2.44,3.03,"$1,381.68","$1,112.64",19,Acceptable Profit
2019,Convenience stores,Homecare products,WC Net,|52/01/11|,384,1.92,2.81,"$1,079.04",$737.28,32,Good Profit
2019,Convenience stores,Sweets,Mondelez,|123/01/01|,936,1.27,1.68,"$1,572.48","$1,188.72",24,Good Profit
2019,Convenience stores,Sweets,Mondelez,|123/01/02|,996,1.14,1.82,"$1,812.72","$1,135.44",37,Good Profit
2019,Convenience stores,Sweets,Mondelez,|123/01/03|,888,1.16,1.67,"$1,482.96","$1,030.08",31,Good Profit
2019,Convenience stores,Sweets,Mondelez,|123/01/05|,1140,1.34,1.69,"$1,926.60","$1,527.60",21,Good Profit
2019,Convenience stores,Sweets,Mondelez,|123/01/06|,768,1.49,1.9,"$1,459.20","$1,144.32",22,Good Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/01|,396,4.43,5.36,"$2,122.56","$1,754.28",17,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/02|,264,4.34,5.16,"$1,362.24","$1,145.76",16,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/04|,432,4.22,5.16,"$2,229.12","$1,823.04",18,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/05|,444,4.87,5.01,"$2,224.44","$2,162.28",3,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/06|,516,4.01,5.16,"$2,662.56","$2,069.16",22,Good Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/08|,252,4.28,5.09,"$1,282.68","$1,078.56",16,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/10|,456,4.35,5.29,"$2,412.24","$1,983.60",18,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/11|,432,4.12,5.3,"$2,289.60","$1,779.84",22,Good Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/12|,540,4.45,5.24,"$2,829.60","$2,403.00",15,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/13|,396,4.58,5.25,"$2,079.00","$1,813.68",13,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/15|,384,4.37,5.09,"$1,954.56","$1,678.08",14,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/17|,600,4.36,5.32,"$3,192.00","$2,616.00",18,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/18|,648,4.97,5.39,"$3,492.72","$3,220.56",8,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/19|,492,4.59,5.05,"$2,484.60","$2,258.28",9,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/20|,612,4.31,5.09,"$3,115.08","$2,637.72",15,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/21|,576,4.09,5.15,"$2,966.40","$2,355.84",21,Good Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/23|,432,4.79,5.25,"$2,268.00","$2,069.28",9,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/24|,528,4.3,5.12,"$2,703.36","$2,270.40",16,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/25|,348,4.63,5.21,"$1,813.08","$1,611.24",11,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/26|,396,4.04,5.15,"$2,039.40","$1,599.84",22,Good Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/30|,432,4.98,5.36,"$2,315.52","$2,151.36",7,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/31|,432,4.3,5.3,"$2,289.60","$1,857.60",19,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/32|,372,4.89,5.23,"$1,945.56","$1,819.08",7,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/33|,528,4.06,5.37,"$2,835.36","$2,143.68",24,Good Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/34|,372,4.66,5.31,"$1,975.32","$1,733.52",12,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/35|,504,4.81,5.36,"$2,701.44","$2,424.24",10,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/36|,420,4.87,5.08,"$2,133.60","$2,045.40",4,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/37|,540,4.64,5.39,"$2,910.60","$2,505.60",14,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/38|,636,4.02,5.32,"$3,383.52","$2,556.72",24,Good Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/39|,264,4.82,5.06,"$1,335.84","$1,272.48",5,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/40|,600,4,5.27,"$3,162.00","$2,400.00",24,Good Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/41|,444,4.54,5.16,"$2,291.04","$2,015.76",12,Acceptable Profit
2019,Convenience stores,Cosmetics,Sephora,|01/01/42|,468,4.99,5.3,"$2,480.40","$2,335.32",6,Acceptable Profit
2019,Convenience stores,Coffee,Jacobs,|11/01/01|,7560,0.91,1.19,"$8,996.40","$6,879.60",24,Good Profit
2019,Convenience stores,Coffee,Jacobs,|11/02/01|,7236,0.52,1.2,"$8,683.20","$3,762.72",57,Excellent Profits
2019,Convenience stores,Sweets,Sapori di Siena,|76/01/01|,996,1.24,1.61,"$1,603.56","$1,235.04",23,Good Profit
2019,Convenience stores,Sweets,Sapori di Siena,|76/01/02|,972,1.48,1.74,"$1,691.28","$1,438.56",15,Acceptable Profit
2019,Convenience stores,Sweets,Sapori di Siena,|76/01/03|,792,1.46,1.6,"$1,267.20","$1,156.32",9,Acceptable Profit
2019,Convenience stores,Sweets,Sapori di Siena,|76/01/04|,636,1.47,1.75,"$1,113.00",$934.92,16,Acceptable Profit
2019,Convenience stores,Sweets,Sapori di Siena,|76/01/05a|,1092,1.23,1.67,"$1,823.64","$1,343.16",26,Good Profit
2019,Convenience stores,Sweets,Sapori di Siena,|76/01/06a|,624,1.47,1.62,"$1,010.88",$917.28,9,Acceptable Profit
2019,Convenience stores,Beverages,TIP,|26/01/04|,168,1.04,1.38,$231.84,$174.72,25,Good Profit
2019,Supermarkets,Vegetables,Monzuro,|102/01/01|,1668,0.6,1.07,"$1,784.76","$1,000.80",44,Excellent Profits
2019,Supermarkets,Vegetables,Monzuro,|102/01/02|,1500,0.71,1.17,"$1,755.00","$1,065.00",39,Good Profit
2019,Supermarkets,Vegetables,Monzuro,|102/01/03|,1344,0.87,1.16,"$1,559.04","$1,169.28",25,Good Profit
2019,Supermarkets,Vegetables,Monzuro,|102/01/04|,1440,0.84,1.18,"$1,699.20","$1,209.60",29,Good Profit
2019,Supermarkets,Vegetables,Monzuro,|102/01/05|,1416,0.79,0.97,"$1,373.52","$1,118.64",19,Acceptable Profit
2019,Supermarkets,Vegetables,Monzuro,|102/01/06|,1404,0.63,0.96,"$1,347.84",$884.52,34,Good Profit
2019,Supermarkets,Vegetables,Monzuro,|102/01/07|,1536,0.66,1.01,"$1,551.36","$1,013.76",35,Good Profit
2019,Supermarkets,Vegetables,Monzuro,|102/01/08|,1500,0.68,1.16,"$1,740.00","$1,020.00",41,Excellent Profits
2014 (6m),Convenience stores,Meat,J&F,|13/12/38|,588,6.6,8.5,"$4,970.56","$3,869.04",22,Good Profit
2014 (6m),Convenience stores,Meat,J&F,|13/13/98|,600,5.5,7.8,"$4,696.00","$3,284.00",30,Good Profit
2014 (6m),Convenience stores,Meat,J&F,|13/13/99|,528,5.3,7.6,"$4,026.88","$2,808.96",30,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/01/01|,6564,0.55,1.05,"$6,892.20","$3,610.20",48,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/01/01a|,8748,0.41,0.96,"$8,398.08","$3,586.68",57,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/01/02|,7344,0.82,1.02,"$7,490.88","$6,022.08",20,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/01/03|,7800,0.41,1.18,"$9,204.00","$3,198.00",65,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/01/04|,8568,0.57,1.17,"$10,024.56","$4,883.76",51,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/01/05|,5292,0.92,1.2,"$6,350.40","$4,868.64",23,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/01/06|,7272,1.18,0.93,"$6,762.96","$8,580.96",-27,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/01/07|,5760,0.42,0.99,"$5,702.40","$2,419.20",58,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/01/30|,6840,0.92,1.07,"$7,318.80","$6,292.80",14,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/11/01|,7944,0.84,0.91,"$7,229.04","$6,672.96",8,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/11/01a|,6084,0.71,0.98,"$5,962.32","$4,319.64",28,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/11/02|,6072,0.44,0.95,"$5,768.40","$2,671.68",54,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/11/03|,9288,0.98,1.16,"$10,774.08","$9,102.24",16,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/11/04|,7044,0.6,1.14,"$8,030.16","$4,226.40",47,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/01|,5136,1.03,1.07,"$5,495.52","$5,290.08",4,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/02|,5616,0.72,1.03,"$5,784.48","$4,043.52",30,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/03|,7056,1.12,1.06,"$7,479.36","$7,902.72",-6,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/04|,9204,0.77,0.96,"$8,835.84","$7,087.08",20,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/05|,8604,0.73,1.19,"$10,238.76","$6,280.92",39,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/06|,7836,0.51,1.16,"$9,089.76","$3,996.36",56,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/07|,9060,0.6,1.14,"$10,328.40","$5,436.00",47,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/08|,6708,1.18,0.94,"$6,305.52","$7,915.44",-26,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/09|,8028,0.41,1.01,"$8,108.28","$3,291.48",59,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/10|,7056,0.73,1.14,"$8,043.84","$5,150.88",36,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/11|,4800,1.11,0.97,"$4,656.00","$5,328.00",-14,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/12|,7380,1.13,1.15,"$8,487.00","$8,339.40",2,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/13|,4908,1.01,1.18,"$5,791.44","$4,957.08",14,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/14|,4896,0.7,1.06,"$5,189.76","$3,427.20",34,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/15|,8556,0.62,0.97,"$8,299.32","$5,304.72",36,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/16|,6348,0.64,1.02,"$6,474.96","$4,062.72",37,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/17|,4848,1.14,1.19,"$5,769.12","$5,526.72",4,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/18|,9336,0.65,0.98,"$9,149.28","$6,068.40",34,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/19|,6468,0.83,1.12,"$7,244.16","$5,368.44",26,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/20|,5700,0.74,0.99,"$5,643.00","$4,218.00",25,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/21|,7116,0.6,1.06,"$7,542.96","$4,269.60",43,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/22|,5484,0.8,1.04,"$5,703.36","$4,387.20",23,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/23|,8916,1.14,1.06,"$9,450.96","$10,164.24",-8,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/24|,6216,0.51,1.17,"$7,272.72","$3,170.16",56,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/25|,5580,0.62,1.02,"$5,691.60","$3,459.60",39,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/26|,8088,0.88,1.14,"$9,220.32","$7,117.44",23,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/27|,7008,0.97,1.2,"$8,409.60","$6,797.76",19,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/28|,8040,0.63,1.08,"$8,683.20","$5,065.20",42,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/29|,8904,1.14,1.01,"$8,993.04","$10,150.56",-13,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/30|,6420,0.86,1,"$6,420.00","$5,521.20",14,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/31|,5568,0.89,1,"$5,568.00","$4,955.52",11,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/32|,6240,0.46,1.01,"$6,302.40","$2,870.40",54,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/33|,8808,1.16,0.99,"$8,719.92","$10,217.28",-17,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/34|,8100,1.14,0.9,"$7,290.00","$9,234.00",-27,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/35|,5076,0.58,1.05,"$5,329.80","$2,944.08",45,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/36|,8244,1.19,0.98,"$8,079.12","$9,810.36",-21,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/37|,8616,0.87,1.02,"$8,788.32","$7,495.92",15,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/39|,8244,0.62,0.99,"$8,161.56","$5,111.28",37,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/40|,9180,1.2,1.08,"$9,914.40","$11,016.00",-11,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/41|,8196,1.13,0.93,"$7,622.28","$9,261.48",-22,Acceptable Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/42|,7980,0.59,0.98,"$7,820.40","$4,708.20",40,Good Profit
2014 (6m),Convenience stores,Coffee,J&F,|13/12/43|,8988,0.55,0.99,"$8,898.12","$4,943.40",44,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/44|,7200,0.53,1.15,"$8,280.00","$3,816.00",54,Excellent Profits
2014 (6m),Convenience stores,Coffee,J&F,|13/12/45|,6816,0.91,1.04,"$7,088.64","$6,202.56",13,Acceptable Profit
